query_label	job_title	closest_job_title	distance	rank
409	graphic designers	creative manager	0	5
410	interior designers	interior designers	0	1
410	interior designers	certified kitchen designer	0	2
410	interior designers	color and materials designer	0	3
410	interior designers	commercial interior designer	0	4
410	interior designers	decorating consultant	0	5
411	merchandise displayers and window trimmers	merchandise displayers and window trimmers	0	1
411	merchandise displayers and window trimmers	decorator	0	2
411	merchandise displayers and window trimmers	display associate	0	3
411	merchandise displayers and window trimmers	display decorator	0	4
411	merchandise displayers and window trimmers	display specialist	0	5
412	set and exhibit designers	set and exhibit designers	0	1
412	set and exhibit designers	design chief	0	2
412	set and exhibit designers	designer	0	3
412	set and exhibit designers	display coordinator	0	4
412	set and exhibit designers	exhibit designer	0	5
413	designers all other	designers all other	0	1
413	designers all other	advertising designer	0	2
413	designers all other	china painter	0	3
413	designers all other	colorer	0	4
413	designers all other	colorist	0	5
414	actors	actors	0	1
414	actors	actor	0	2
414	actors	actress	0	3
414	actors	comedian	0	4
414	actors	comic	0	5
415	producers and directors	producers and directors	0	1
415	producers and directors	broadcast producer	0	2
415	producers and directors	casting director	0	3
415	producers and directors	film maker	0	4
415	producers and directors	independent film maker	0	5
416	producers	producers	0	1
416	producers	animation producer	0	2
416	producers	associate producer	0	3
416	producers	executive producer	0	4
416	producers	news producer	0	5
417	directors stage motion pictures television and radio	directors stage motion pictures television and radio	0	1
417	directors stage motion pictures television and radio	artistic director	0	2
417	directors stage motion pictures television and radio	assistant director	0	3
417	directors stage motion pictures television and radio	associate artistic director	0	4
417	directors stage motion pictures television and radio	director	0	5
418	program directors	program directors	0	1
418	program directors	director	0	2
418	program directors	newscast director	0	3
418	program directors	operations director	0	4
418	program directors	production director	0	5
419	talent directors	talent directors	0	1
419	talent directors	artistic associate	0	2
419	talent directors	artistic director	0	3
419	talent directors	casting agent	0	4
419	talent directors	casting assistant	0	5
420	technical directorsmanagers	technical directorsmanagers	0	1
420	technical directorsmanagers	broadcast engineer	0	2
420	technical directorsmanagers	creative services director	0	3
420	technical directorsmanagers	director	0	4
420	technical directorsmanagers	engineer	0	5
421	athletes and sports competitors	athletes and sports competitors	0	1
421	athletes and sports competitors	baseball pitcher	0	2
421	athletes and sports competitors	baseball player	0	3
421	athletes and sports competitors	basketball player	0	4
421	athletes and sports competitors	football player	0	5
422	coaches and scouts	coaches and scouts	0	1
422	coaches and scouts	assistant basketball coach	0	2
422	coaches and scouts	assistant coach	0	3
422	coaches and scouts	assistant football coach	0	4
422	coaches and scouts	baseball coach	0	5
423	umpires referees and other sports officials	umpires referees and other sports officials	0	1
423	umpires referees and other sports officials	basketball referee	0	2
423	umpires referees and other sports officials	commissioner of officials	0	3
423	umpires referees and other sports officials	director of officiating	0	4
423	umpires referees and other sports officials	diving judge	0	5
424	dancers	ballerina	0	1
424	dancers	ballet company artistic director	0	2
424	dancers	ballet company member	0	3
424	dancers	ballet dancer	0	4
424	dancers	ballet soloist	0	5
425	choreographers	artistic director	0	1
425	choreographers	choreographer	0	2
425	choreographers	choreography director	0	3
425	choreographers	dance director	0	4
425	choreographers	dance instructor	0	5
426	music directors and composers	choir director	0	1
426	music directors and composers	choirmaster	0	2
426	music directors and composers	chorus master	0	3
426	music directors and composers	composer	0	4
426	music directors and composers	jingle writer	0	5
427	music directors	artistic director	0	1
427	music directors	band director	0	2
427	music directors	band leader	0	3
427	music directors	band master	0	4
427	music directors	chancel choir director	0	5
428	music composers and arrangers	arranger	0	1
